0.0,644,93.19
0.2,644,93.19
0.4,644,93.19
0.6,644,93.19
0.8,644,93.19
1.0,644,93.19
0.0,737,93.19
0.2,737,93.19
0.4,737,93.19
0.6,737,93.19
0.8,737,93.19
1.0,737,93.19
0.0,672,93.19
0.2,672,93.19
0.4,672,93.19
0.6,672,93.19
0.8,672,93.19
1.0,672,93.19
0.0,679,93.19
0.2,679,93.19
0.4,679,93.19
0.6,679,93.19
0.8,679,93.19
1.0,679,93.19
0.0,666,93.19
0.2,666,93.19
0.4,666,93.19
0.6,666,93.19
0.8,666,93.19
1.0,666,93.19
0.0,662,93.19
0.2,662,93.19
0.4,662,93.19
0.6,662,93.19
0.8,662,93.19
1.0,662,93.19
0.0,683,93.19
0.2,683,93.19
0.4,683,93.19
0.6,683,93.19
0.8,683,93.19
1.0,683,93.19
0.0,673,93.19
0.2,673,93.19
0.4,673,93.19
0.6,673,93.19
0.8,673,93.19
1.0,673,93.19
0.0,696,93.19
0.2,696,93.19
0.4,696,93.19
0.6,696,93.19
0.8,696,93.19
1.0,696,93.19
0.0,658,93.19
0.2,658,93.19
0.4,658,93.19
0.6,658,93.19
0.8,658,93.19
1.0,658,93.19
