
0.0,949,145.05
0.2,885,134.54
0.4,969,128.04
0.6,623,119.69
0.8,461,114.04
1.0,121,96.8
0.0,972,142.6
0.2,892,132.95
0.4,906,128.91
0.6,642,119.17
0.8,470,113.65
1.0,100,95.94
0.0,1001,142.97
0.2,883,134.97
0.4,915,128.88
0.6,662,119.48
0.8,478,112.9
1.0,72,94.23
0.0,896,144.15
0.2,882,134.53
0.4,831,129.29
0.6,646,119.45
0.8,466,113.55
1.0,86,97.5
0.0,935,142.29
0.2,877,136.47
0.4,877,128.21
0.6,628,119.55
0.8,477,114.6
1.0,67,92.93
0.0,905,143.62
0.2,897,133.85
0.4,921,128.26
0.6,643,119.13
0.8,512,112.87
1.0,83,93.99
0.0,917,143.38
0.2,911,132.79
0.4,961,129.34
0.6,632,119.66
0.8,512,114.25
1.0,74,96.77
0.0,972,143.83
0.2,885,134.21
0.4,888,128.39
0.6,629,120.23
0.8,476,114.08
1.0,66,97.05
0.0,920,145.76
0.2,870,133.92
0.4,983,127.62
0.6,689,119.23
0.8,493,113.97
1.0,74,94.7
0.0,971,143.1
0.2,910,133.86
0.4,877,129.37
0.6,596,120.15
0.8,472,112.87
1.0,68,93.19
