0.0,1208,93.19
0.2,1208,93.19
0.4,1208,93.19
0.6,1208,93.19
0.8,1208,93.19
1.0,1208,93.19
0.0,1267,93.19
0.2,1267,93.19
0.4,1267,93.19
0.6,1267,93.19
0.8,1267,93.19
1.0,1267,93.19
0.0,1228,93.19
0.2,1228,93.19
0.4,1228,93.19
0.6,1228,93.19
0.8,1228,93.19
1.0,1228,93.19
0.0,1162,93.19
0.2,1162,93.19
0.4,1162,93.19
0.6,1162,93.19
0.8,1162,93.19
1.0,1162,93.19
0.0,1163,93.19
0.2,1163,93.19
0.4,1163,93.19
0.6,1163,93.19
0.8,1163,93.19
1.0,1163,93.19
0.0,1142,93.19
0.2,1142,93.19
0.4,1142,93.19
0.6,1142,93.19
0.8,1142,93.19
1.0,1142,93.19
0.0,1218,93.19
0.2,1218,93.19
0.4,1218,93.19
0.6,1218,93.19
0.8,1218,93.19
1.0,1218,93.19
0.0,1125,93.19
0.2,1125,93.19
0.4,1125,93.19
0.6,1125,93.19
0.8,1125,93.19
1.0,1125,93.19
0.0,1105,93.19
0.2,1105,93.19
0.4,1105,93.19
0.6,1105,93.19
0.8,1105,93.19
1.0,1105,93.19
0.0,1096,93.19
0.2,1096,93.19
0.4,1096,93.19
0.6,1096,93.19
0.8,1096,93.19
1.0,1096,93.19
